prostate infection site : webmd.com	The primary symptom of chronic infectious prostatitis is usually repeated bladder infections . Prostatitis is considered chronic if it lasts more than three months . Types of prostatitis include : Acute bacterial prostatitis .	0	NN NN NN : NN	DT JJ NN IN JJ JJ NN VBZ RB VBN NN NNS . NN VBZ VBN JJ IN PRP VBZ JJR IN CD NNS . NNS IN NN VBP : JJ JJ NN .
what does the kidney hurt if the tests are normal	The simplest way to monitor kidney function is to obtain blood tests for BUN ( blood urea nitrogen ) and creatinine . These two substances are normal metabolic waste products that are excreted by the kidneys . Urea is a byproduct of protein breakdown , and creatinine is a byproduct of normal muscle functioning .	0	WDT VBZ DT NN NN IN DT NNS VBP JJ	DT JJS NN TO VB NN NN VBZ TO VB NN NNS IN NNP ( NN RB NN ) CC NN . DT CD NNS VBP JJ JJ NN NNS WDT VBP VBN IN DT NNS . NNP VBZ DT NN IN NN NN , CC NN VBZ DT NN IN JJ NN NN .
ddavp dosage	patients previously on intranasal ddavp ( desmopressin acetate tablets ) therapy can begin tablet therapy the night following ( 24 hours after ) the last intranasal dose . the recommended initial dose for patients age 6 years and older is 0.2 mg at bedtime .	1	NN NN	NNS RB IN NN NN ( JJ NN NNS ) NN MD VB VB VB DT NN VBG ( CD NNS IN ) DT JJ NN NN . DT JJ JJ NN IN NNS NN CD NNS CC JJR VBZ CD NN IN NN .
definition of musculoskeletal disorder	gray hair will be accepted and sold to offset the manufacturing costs . colored hair is not usable if it is colored over bleached hair . because locks of love creates custom hairpieces for each child , we are unable to accept donations of wigs , falls , hair extensions or synthetic hair .	0	NN IN JJ NN	JJ NN MD VB VBN CC VBN TO VB DT NN NNS . JJ NN VBZ RB JJ IN PRP VBZ VBN IN JJ NN . IN NNS IN NN NNS VBP NNS IN DT NN , PRP VBP JJ TO VB NNS IN NNS , NNS , NN NNS CC JJ NN .
walking boot for bone spur	Foot Surgery : Bone Spurs . A bone spur ( an extra bone growth ) can make walking and wearing shoes painful . Spurs may grow on top of any of the midfoot joints . These spurs may form a bump on the top of the foot . Bone spurs may also form on your toe . Sometimes a spur can form where the Achilles tendon connects to the heel bone .	0	VBG NN IN NN NN	NN NN : NN NNP . NNP NN NN ( DT JJ NN NN ) MD VB NN CC NN NNS JJ . NNP MD VB IN NN IN DT IN DT NN NNS . DT NNS MD VB DT NN IN DT NN IN DT NN . NNP NN MD RB VB IN PRP$ NN . VBZ DT NN MD VB WRB DT NNP NN NNS TO DT NN NN .
when to screen newborns for g6pd deficiency	glucose 6 phosphate dehydrogenase g6pd enzyme testing is used to screen for and help diagnose g6pd deficiencies . it may be used to screen children who experienced persistent jaundice as a newborn that could not be explained by another cause	1	WRB TO VB NNS IN NN NN	RB CD JJ NN NN NN NN VBZ VBN TO VB IN CC VB VB JJ NNS . PRP MD VB VBN TO JJ NNS WP VBD JJ NN IN DT NN WDT MD RB VB VBN IN DT NN
yeast baby diaper rash	The most common infectious cause of diaper rash is Candida albicans ( yeast , a fungus ) . Such a diaper rash can begin with softening and breakdown of the tissue around the anus . The infected area is red and elevated , and fluid may be visible under the skin .	1	RB NN NN NN	DT RBS JJ JJ NN IN NN NN VBZ NNP NNS ( NN , DT NN ) . PDT DT NN NN MD VB IN NN CC NN IN DT NN IN DT NN . DT JJ NN VBZ JJ CC VBN , CC NN MD VB JJ IN DT NN .
how long before you can pass drug test	The absolute shortest time in the best case scenario is 3 days and up to 7 or 8 . It depends on the persons metabolism , how often and how much they are taking .	1	WRB JJ IN PRP MD VB NN NN	DT NN JJS NN IN DT JJS NN NN VBZ CD NNS CC RB TO CD CC CD . PRP VBZ IN DT NNS NN , WRB RB CC WRB JJ PRP VBP VBG .
how long does it take for food to digest and leave the stomach	digestion time varies between individuals and between men and women . after you eat it takes about six to eight hours for food to pass through your stomach and small intestine	1	WRB RB VBZ PRP VB IN NN TO VB CC VB DT NN	NN NN NNS IN NNS CC IN NNS CC NNS . IN PRP VBP PRP VBZ IN CD TO CD NNS IN NN TO VB IN PRP$ NN CC JJ NN
diaper rash from thrush	Diaper Rash & Thrush . An all-natural herbal salve for persistent , inflamed diaper rash . May also be used on mother 's nursing nipples . Does not need to be washed off nipple prior to nursing . Diaper safe and compatible with all diapers including cloth . Motherlove ’ s diaper rash & thrush is made with 96 % certified organic ingredients .	0	NN NN IN NN	NNP NNP CC NNP . DT JJ NN NN IN NN , VBN NN NN . NNP RB VB VBN IN NN POS NN NNS . VBZ RB VB TO VB VBN RP JJ RB TO NN . NNP JJ CC JJ IN DT NNS VBG NN . NNP NNP VBZ IN NN CC NN VBZ VBN IN CD NN JJ JJ NNS .
dimensions of a white blood cell	white cells are found in the buff a thin typically white layer of nucleated cells between the sedimented red blood cells and the blood plasma . the scientific term leukocyte directly reflects its description	0	NNS IN DT JJ NN NN	JJ NNS VBP VBN IN DT NN DT JJ RB JJ NN IN JJ NNS IN DT VBN JJ NN NNS CC DT NN NN . DT JJ NN RBR RB VBZ PRP$ NN
crohn 's disease signs	again , it is important to note that ovulation symptoms vary from woman to woman with some women experiencing no symptoms at all . change in cervical fluid – cervical fluid that resembles “ egg whites ” is a sign that you are near ovulation or are ovulating .	0	NN POS NN NNS	RB , PRP VBZ JJ TO VB IN NN NNS VBP IN NN TO NN IN DT NNS VBG DT NNS IN DT . NN IN JJ NN NNP JJ NN WDT VBZ NNP NN NNS VBP VBZ DT NN IN PRP VBP JJ NN CC VBP VBG .
signs of low blood pressure in the legs	low blood pressure facts . low blood pressure , also called hypotension , is blood pressure low enough that the flow of blood to the organs of the body is inadequate and symptoms and/or signs of low blood flow develop shock .	0	NNS IN JJ NN NN IN DT NN	JJ NN NN NNS . JJ NN NN , RB VBD NN , VBZ JJ NN JJ RB IN DT NN IN NN TO DT NNS IN DT NN VBZ JJ CC NNS VBP NNS IN JJ NN NN NN NN .
new medication for psoriatic arthritis	a household in the middle quintile roughly between 40 000 and 65 000 can expect its taxes to rise by an average of 672 next year while a household in the top quintile being paid more than 108 000 will pay an average of 1 950 more according to the tax policy center	0	JJ NN IN JJ NN	DT NN IN DT NN NN RB IN CD CD CC CD CD MD VB PRP$ NNS TO VB IN DT NN IN CD JJ NN IN DT NN IN DT JJ NN VBG VBD JJR IN CD CD MD VB DT NN IN CD CD JJR VBG TO DT NN NN NN
alopecia in dogs	alopecia in dogs . hair loss ( alopecia ) is a common disorder in dogs which causes the animal to have partial or complete hair loss . it can affect a dog 's skin , its endocrine system , its lymphatic system , and its immune systems .	0	NN IN NNS	NN IN NNS . NN NN ( JJ ) VBZ DT JJ NN IN NNS WDT VBZ DT NN TO VB JJ CC JJ NN NN . PRP MD VB DT NN POS NN , PRP$ NN NN , PRP$ JJ NN , CC PRP$ JJ NNS .
are nsaids and acetaminophen the same	how to delete your microsoft account and personal information associated with it . when you signed up for an xbox live gamertag , you associated that account with a microsoft account ( formerly windows live id ) . this is required for all xbox live content downloads and services .	0	VBP NNS CC VBP DT JJ	WRB TO VB PRP$ JJ NN CC JJ NN VBN IN PRP . WRB PRP VBD RP IN DT JJ JJ NN , PRP VBD IN NN IN DT JJ NN ( RB VBZ JJ NN ) . DT VBZ VBN IN DT NNP VBP NN NNS CC NNS .
where do you feel pneumonia	The most common symptoms of pneumonia are : Cough ( with some pneumonias you may cough up greenish or yellow mucus , or even bloody mucus ) . Fever , which may be mild or high . Shaking chills . Shortness of breath ( may only occur when you climb stairs or exert yourself ) .	0	WRB VBP PRP VB NNS	DT RBS JJ NNS IN NN VBP : NNP ( IN DT NNS PRP MD VB RP JJ CC JJ NN , CC RB JJ NN ) . NNP , WDT MD VB JJ CC JJ . VBG NNS . NNP IN NN ( MD RB VB WRB PRP VBP NNS CC VB PRP ) .
which cranial nerve is associated with balance	they are the following : the olfactory nerves ( i ) , the optic nerves ( ii ) , the oculomotor nerves ( iii ) , the trochlear nerves ( iv ) , the trigeminal nerves ( v ) , the abducens nerves ( vi ) , the facial nerves ( vii ) , the vestibulocochlear nerves ( viii ) , the glossopharyngeal nerves ( ix ) , the vagus nerves ( x ) , the accessory nerves ( xi ) , and the hypoglossal nerves ( xii ) .	0	WDT JJ NN VBZ VBN IN NN	PRP VBP DT JJ : DT JJ NNS ( NN ) , DT JJ NNS ( NN ) , DT NN NNS ( NN ) , DT JJ NNS ( NN ) , DT JJ NNS ( NN ) , DT JJ NNS ( NN ) , DT JJ NNS ( NN ) , DT JJ NNS ( NN ) , DT JJ NNS ( NN ) , DT JJ NNS ( NN ) , DT JJ NNS ( NN ) , CC DT JJ NNS ( NN ) .
how many calories do i need daily to lose weight	to lose weight -- about 1 pound a week -- reduce total calories in the chart by 500 a day .	1	WRB JJ NNS VBP NNS VBP RB TO VB NN	TO VB NN : IN CD NN DT NN : VB JJ NNS IN DT NN IN CD DT NN .
how long to burp a baby	if your baby tends to be gassy , spits a lot , has gastroesophageal reflux disease ( gerd ) , or seems fussy during feeding , try burping your baby every ounce during bottle-feeding or every 5 minutes during breastfeeding .	1	WRB JJ TO VB DT NN	IN PRP$ NN VBZ TO VB JJ , VBZ DT NN , VBZ VBN JJ NN ( NN ) , CC VBZ JJ IN NN , VB VBG PRP$ NN DT NN IN NN CC DT CD NNS IN NN .
allergic to red meat	old age security ( oas ) benefits , which consist of the basic oas pension , the guaranteed income supplement ( gis ) and the allowances , will remain the same for the first quarter of 2015 ( january to march ) . as of jan. 1 , 2015 , the basic oas pension will stay at $ 563.74 per month .	0	NN TO JJ NN	JJ NN NN ( NN ) NNS , WDT NN IN DT JJ NN NN , DT JJ NN NN ( NN ) CC DT NNS , MD VB DT JJ IN DT JJ NN IN CD ( JJ TO VB ) . IN IN NN CD , CD , DT JJ JJ NN MD VB IN $ CD IN NN .
what bug causes chagas disease	however the transmission of chagas disease from a bug to a human is not easy . the parasite that causes the disease is in the bug feces	0	WP NN VBZ JJ NN	RB DT NN IN NN NN IN DT NN TO DT NN VBZ RB JJ . DT NN WDT VBZ DT NN VBZ IN DT NN NNS
what is done for endometrial hyperplasia	Endometrial hyperplasia most often is caused by excess estrogen without progesterone . If ovulation does not occur , progesterone is not made , and the lining is not shed . The endometrium may continue to grow in response to estrogen . The cells that make up the lining may crowd together and may become abnormal .	0	WP VBZ VBN IN JJ NN	JJ NN RBS RB VBZ VBN IN JJ NN IN NN . IN NN VBZ RB VB , NN VBZ RB VBN , CC DT NN VBZ RB VBN . DT NN MD VB TO VB IN NN TO VB . DT NNS WDT VBP RP DT NN MD VB RB CC MD VB JJ .
food sources of trans fat	a few species sometimes eat animals and carrion while the lories and lorikeets are specialised for feeding on floral nectar and soft fruits	0	NN NNS IN NNS JJ	DT JJ NNS RB VBP NNS CC NN IN DT NNS CC NNS VBP VBN IN VBG IN JJ NN CC JJ NNS
what disease causes paralysis in swine	swine also develop orchitis ( swelling of the testicles ) , lameness ( movement disability ) , hind limb paralysis , or spondylitis ( inflammation in joints ) .	0	WP NN VBZ NN IN NN	NN RB VB NN ( VBG IN DT NNS ) , JJ ( NN NN ) , VBP JJ NN , CC NN ( NN IN NNS ) .
autoimmune disease that causes inflammation	inflammation – it works well on swelling sprained muscles or bruises ; its anti-inflammatory action helps lessen swelling from injury . calendula oil also helps treat spider veins , varicose veins , leg ulcers , and chilblains . baby care – the oil helps relief diaper rashes , which can extremely irritate an infant .	0	JJ NN WDT VBZ NN	NN VBZ PRP VBZ RB IN VBG VBN NNS CC NNS : PRP$ JJ NN VBZ VB VBG IN NN . NN NN RB VBZ VB NN NNS , JJ NNS , NN NNS , CC NNS . NN NN VBZ DT NN VBZ VB JJ NNS , WDT MD RB VB DT NN .
what is the last period before menopause like	a woman may start to feel hot flashes and night sweats . perimenopause usually begins about 2 to 4 years before the last menstrual period . it ends when menopause begins . postmenopause follows menopause and lasts the remainder of a woman ’ s life .	1	WP VBZ DT JJ NN IN NN IN	DT NN MD VB TO VB JJ NNS CC NN NNS . NN RB VBZ IN CD TO CD NNS IN DT JJ JJ NN . PRP VBZ WRB NN VBZ . NN VBZ NN CC VBZ DT NN IN DT NN NN JJ NN .
how long after a tick bite do symptoms appear	the first symptoms of rocky mountain spotted fever rmsf typically begin 2 14 days after the bite of an infected tick . a tick bite is usually painless and about half of the people who develop rmsf do not remember being bitten	1	WRB RB IN DT JJ NN VBP NNS VB	DT JJ NNS IN JJ NN VBD RB VBN RB VB CD CD NNS IN DT NN IN DT JJ NN . DT JJ NN VBZ RB JJ CC IN NN IN DT NNS WP VBP NNS VBP RB VB VBG VB
how much weight should by baby gain after 4 months	follow our steps to ensure that your move is smooth and painless . the first step is to join your new host . make sure to not cancel with your old hosting provider , and do not tell them you will be canceling . keep this a secret from your old host , or they could prematurely terminate your site and cause downtime .	0	WRB JJ NN MD IN NN NN IN CD NNS	VB PRP$ NNS TO VB IN PRP$ NN VBZ JJ CC NN . DT JJ NN VBZ TO VB PRP$ JJ NN . VB JJ TO RB VB IN PRP$ JJ NN NN , CC VBP RB VB PRP PRP MD VB VBG . VB DT DT JJ IN PRP$ JJ NN , CC PRP MD RB VB PRP$ NN CC NN NN .
how long does it take for strep throat symptoms to spread	people with strep throat should stay home from work , school , or daycare until they have taken antibiotics for at least 24 hours . be sure to finish the entire prescription , even when you start feeling better before the medicine is all gone .	1	WRB RB VBZ PRP VB IN JJ NN NNS TO VB	NNS IN JJ NN MD VB NN IN NN , NN , CC NN IN PRP VBP VBN NNS IN IN JJS CD NNS . VB JJ TO VB DT JJ NN , RB WRB PRP VBP VBG JJR IN DT NN VBZ DT VBN .
cephalexin for dogs 250 mg	Broad-spectrum antibiotics at VetDepot.com . Cephalexin 250 mg , 100 Capsules is a cephalosporin broad-spectrum antibiotic that is commonly prescribed for dogs and cats . Cephalexin pet meds treat a wide variety of infections including bone and respiratory infections .	1	NN IN NNS CD NN	JJ NNS IN NNP . NNP CD NN , CD NNP VBZ DT JJ JJ NN WDT VBZ RB VBN IN NNS CC NNS . NNP JJ NNS VBP DT JJ NN IN NNS VBG NN CC JJ NNS .
which blood pressure medications cause ed	Some older blood pressure medications , especially beta blockers and thiazide diuretics , are the most likely to cause ED as a side effect . Better options include calcium channel blockers , which lower high blood pressure through a different mechanism .	1	WDT NN NN NNS VBP NN	DT JJR NN NN NNS , RB JJ NNS CC JJ NNS , VBP DT RBS JJ TO VB NNP IN DT NN NN . NNP NNS VBP JJ NN NNS , WDT VBP JJ NN NN IN DT JJ NN .
how long does it take the antibiotics to work on an ear infection	a child with an ear infection should feel better within 48 hours after taking antibiotics . if your child does n't feel better , call your doctor . your child may need a different antibiotic .	1	WRB RB VBZ PRP VB DT NNS TO VB IN DT JJ NN	DT NN IN DT JJ NN MD VB RB IN CD NNS IN VBG NNS . IN PRP$ NN VBZ RB VB RB , VB PRP$ NN . PRP$ NN MD VB DT JJ NN .
when is best time to take magnesium	take magnesium citrate on an empty stomach , at least 1 hour before or 2 hours after a meal .	1	WRB VBZ RBS NN TO VB NN	VB NN NN IN DT JJ NN , IN JJS CD NN IN CC CD NNS IN DT NN .
what foods should i avoid with high blood pressure	potassium magnesium and fiber on the other hand may help control blood pressure . fruits and vegetables are high in potassium magnesium and fiber and they re low in sodium . stick to whole fruits and veggies	0	WP NNS MD VB RP IN JJ NN NN	NN NN CC NN IN DT JJ NN MD VB VB NN NN . NNS CC NNS VBP JJ IN NN NN CC NN CC PRP VBP JJ IN NN . NN TO VB NNS CC NNS
what kind of medication is metformin	metformin is for people with type 2 diabetes . metformin is sometimes used in combination with insulin or other medications but it is not for treating type 1 diabetes	1	WP NN IN NN VBZ JJ	NN VBZ IN NNS IN JJ CD NNS . NN VBZ RB VBN IN NN IN NN CC JJ NNS CC PRP VBZ RB IN VBG NN CD NNS
how long should i take metformin	your doctor may start you on a low dose of metformin and gradually increase your dose not more often than once every 1–2 weeks . you will need to monitor your blood sugar carefully so your doctor will be able to tell how well metformin is working .	0	WRB JJ MD VB VB NN	PRP$ NN MD VB PRP IN DT JJ NN IN NN CC RB VB PRP$ JJ RB RBR RB IN RB DT CD NNS . PRP MD VB TO VB PRP$ NN NN RB RB PRP$ NN MD VB JJ TO VB WRB RB NN VBZ VBG .
causes of a white tongue coating	white tongue is the result of an overgrowth and swelling of the fingerlike projections papillae on the surface of your tongue . the appearance of a white coating is caused by debris bacteria and dead cells getting lodged between the enlarged and sometimes inflamed papillae	1	NNS IN DT JJ NN NN	JJ NN VBZ DT NN IN DT NN CC NN IN DT JJ NNS VBP IN DT NN IN PRP$ NN . DT NN IN DT JJ NN VBZ VBN IN NN NNS CC JJ NNS VBG VBD IN DT NN CC RB JJ NN
why is heart disease the number 1 killer of americans	Cardiovascular disease , which includes heart disease , hypertension and stroke , is the number one killer of women , according to the American Heart Association . It kills half a million American women each year . That figure exceeds the next seven causes of death combined .	0	WRB VBZ NN NN DT NN CD NN IN NNS	JJ NN , WDT VBZ NN NN , NN CC NN , VBZ DT NN CD NN IN NNS , VBG TO DT NNP NNP NNP . PRP VBZ PDT DT CD JJ NNS DT NN . IN NN VBZ DT JJ CD NNS IN NN VBN .
how long does fertilization take	fast-swimming sperm can reach the egg in a half an hour , while others may take days . the sperm can live up to 48-72 hours .	1	WRB JJ VBZ NN VB	JJ NNS MD VB DT NN IN DT NN DT NN , IN NNS MD VB NNS . DT NN MD VB RP TO JJ NNS .
how to treat frost bite	social security : clinton and sanders debate . in the 1st democratic debate , sanders said he would raise the income cap for social security taxation ; clinton said she 'd raise benefits for the very poor . ...	0	WRB TO VB JJ NN	JJ NN : NN CC NNS NN . IN DT CD JJ NN , NNS VBD PRP MD VB DT NN NN IN JJ NN NN : NN VBD PRP MD VB NNS IN DT RB JJ . :
are boil contagious	103is read as “ 10 to the third power ” or “ 10 cubed. ” it means 10 • 10 • 10 , or 1,000 . 82is read as “ 8 to the second power ” or “ 8 squared. ” it means 8 • 8 , or 64 . 54is read as “ 5 to the fourth power. ” it means 5 • 5 • 5 • 5 , or 625 .	0	VBP RB JJ	CD NN IN $ CD TO DT JJ NN NN CC $ CD NN NN PRP VBZ CD NN CD NN CD , CC CD . CD NN IN $ CD TO DT JJ NN NN CC $ CD NN NN PRP VBZ CD NN CD , CC CD . CD NN IN $ CD TO DT JJ NN VBD PRP VBZ CD NN CD NN CD NN CD , CC CD .
how to lose weight without exercising in 1 week	on 12 august 2011 a new version of the eid stamp a forever stamp for first class mail was issued . with a red background its calligraphy i e text is distinctly different from the 2001 stamp with blue background	0	WRB TO VB NN IN VBG IN CD NN	IN CD JJ CD DT JJ NN IN DT NN VBZ DT NN NN IN JJ NN NN VBD VBN . IN DT JJ NN PRP$ NN NN VBP NN VBZ RB JJ IN DT CD NN IN JJ NN
how much should you sleep	• if you want to play rock : buy an electric . • if you want to play classical : buy a nylon string classical guitar . • if you want to play folk : buy a steel string acoustic . • however , if you only have a very small budget , do n't buy an acoustic . • if you are not really sure , get an electric .	0	WRB JJ MD PRP VB	NN IN PRP VBP TO VB NN : VB DT JJ . VB IN PRP VBP TO VB JJ : VB DT NN VBG JJ NN . VB IN PRP VBP TO VB NN : VB DT NN VBG JJ . NN RB , IN PRP RB VBP DT RB JJ NN , VBP RB VB DT JJ . VB IN PRP VBP RB RB JJ , VB DT JJ .
how to tell if you have internal bleeding	other symptoms seem more severe , and call for immediate medical treatment . these more serious symptoms of caffeine overdose include the following : trouble breathing . vomiting . hallucinations . confusion . chest pain . irregular or fast heartbeat . uncontrollable muscle movements .	0	WRB TO VB IN PRP VBP JJ NN	JJ NNS VBP JJR JJ , CC VB IN JJ JJ NN . DT RBR JJ NNS IN NN JJ VBP DT JJ : NN NN . VBG . NNS . NN . JJS NN . NN CC JJ NN . JJ NN NNS .
how long can you take morning after pill	however , you do have a little time in which to obtain it . one type of morning-after pill can if necessary be taken up to three days after sexual intercourse . another type can be taken up to five days following sex .	1	WRB JJ MD PRP VB NN IN NN	RB , PRP VBP VB DT JJ NN IN WDT TO VB PRP . CD NN IN NN NN MD IN JJ VB VBN RP TO CD NNS IN JJ NN . DT NN MD VB VBN RP TO CD NNS VBG NN .
survival rate of hepatoblastoma	of these children , 135 had hepatoblastoma and 41 had hepatocellular carcinoma and both groups received liver transplant with 5-year survival rates of 69 % for hepatoblastoma and 63 % for hepatocellular carcinoma .	1	JJ NN IN NN	IN DT NNS , CD VBD NN CC CD VBD JJ NN CC DT NNS VBD RB JJ IN JJ JJ NNS IN CD NN IN NN CC CD NN IN JJ NN .
what medicine is best for acid reflux	this medication helps heal acid damage to the stomach and esophagus , helps prevent ulcers , and may help prevent cancer of the esophagus . lansoprazole belongs to a class of drugs known as proton pump inhibitors ( ppis ) .	1	WP NN VBZ RBS IN NN NN	DT NN VBZ VB JJ NN TO DT NN CC NN , VBZ JJ NNS , CC MD VB VB NN IN DT NN . JJ NNS TO DT NN IN NNS VBN IN NN NN NNS ( NN ) .
what type of blood can a receive	recipients can receive plasma of the same blood group but otherwise the donor recipient compatibility for blood plasma is the converse of that of rbcs citation needed plasma extracted from type ab blood can be transfused to individuals of any blood group individuals of blood group o can receive plasma from any blood group and type o plasma can be used only by type o recipients	0	WP NN IN NN MD DT NN	NNS MD VB NN IN DT JJ NN NN CC RB DT NN NN NN IN NN NN VBZ DT NN IN DT IN NN NN VBD NN VBN IN NN NN NN MD VB VBN TO NNS IN DT NN NN NNS IN NN NN VBD MD VB NN IN DT NN NN CC NN NN NN MD VB VBN RB IN NN NN NNS
are there stages in cervical cancer	a duct cleaner who uses inferior equipment can actually cause more harm by agitating and releasing more dust into your home , or worse , damaging your ductwork . if a company tells you that you have mold in your air ducts , that could be a red flag .	0	VBP EX NNS IN JJ NN	DT NN NN WP VBZ JJ NN MD RB VB JJR NN IN VBG CC VBG JJR JJ IN PRP$ NN , CC JJR , VBG PRP$ NN . IN DT NN VBZ PRP IN PRP VBP VBN IN PRP$ NN NNS , DT MD VB DT JJ NN .
how to treat a urinary tract infection at home	part 4 ( optional ) : add back new content . copy the itunes media folder you created in part 2 into the `` automatically add to itunes '' folder inside the itunes media folder you copied in part 3. itunes will automatically import the content .	0	WRB TO VB DT JJ NN NN IN NN	NN CD ( JJ ) : VB RB JJ NN . VB DT NNS NNS NN PRP VBN IN NN CD IN DT `` RB VB TO NNS '' NN IN DT NNS NNS VBP PRP VBN IN NN CD NNS MD RB VB DT NN .
staph infection mortality rate	the average 30 day mortality rate for mrsa bloodstream infections ranges from 10 percent to 30 percent	1	JJ NN NN NN	DT JJ CD NN NN NN IN NN NN NNS VBZ IN CD NN TO CD NN
how long can sperm last	inside a woman 's body , sperm can live for up to five days depending on the conditions . if you have unprotected sex even a few days before your partner ovulates , there is a chance of achieving a pregnancy .	1	WRB JJ MD VB JJ	IN DT NN POS NN , JJ MD VB IN RB TO CD NNS VBG IN DT NNS . IN PRP VBP VBN NN RB DT JJ NNS IN PRP$ NN NNS , EX VBZ DT NN IN VBG DT NN .
which drug is used to reduce mother to child hiv transmission	fortunately antiretroviral drug combinations which typically include azt zidovudine a nucleoside reverse transcriptase inhibitor nrti have reduced the rate of transmission from mother to child to less than 2 percent in infants who are not breast fed	1	WDT NN VBZ VBN TO VB NN TO VB JJ NN	RB JJ NN NNS WDT RB VBP JJ NN DT JJ NN NN NN NN VBP VBN DT NN IN NN IN NN TO VB TO JJR IN CD NN IN NNS WP VBP RB IN NN
what age do kids lose front teeth	a child 's baby teeth ( primary teeth ) begin to loosen and fall out to make room for permanent teeth at about age 6 .	1	WP NN VBP NNS VB NN NNS	DT NN POS NN NN ( JJ NNS ) VBP TO VB CC VB RP TO VB NN IN JJ NNS IN RB NN CD .
how long after the depo shot is it effective	if you get the birth control shot within the first seven days after the start of your period , you are protected from pregnancy immediately .	1	WRB RB IN DT NN NN VBZ PRP JJ	IN PRP VBP DT NN NN NN IN DT JJ CD NNS IN DT NN IN PRP$ NN , PRP VBP VBN IN NN RB .
causes of pain in neck and shoulders	slouching painting a ceiling or sleeping with your neck twisted are some things that can cause neck pain . these kinds of activities can lead to neck strain a sprain or a spasm of the neck muscles	1	NNS IN NN IN NN CC NNS	VBG VBG DT NN CC VBG IN PRP$ NN VBN VBP DT NNS WDT MD VB NN NN . DT NNS IN NNS MD VB TO VB VB DT NN CC DT NN IN DT NN NNS
depo provera common side effects	directions . thread each bacon strip onto a wooden skewer . place on a rack in a large baking pan . bake at 400° for 20-25 minutes or until crisp . cool completely . in a microwave , melt candy coating ; stir until smooth . combine chocolate chips and shortening ; melt in a microwave and stir until smooth .	0	NN NN JJ NN NNS	NNS . VB DT NN NN IN DT JJ NN . NN IN DT NN IN DT JJ NN NN . VB IN CD IN JJ NNS CC IN NNS . NN RB . IN DT NN , VBD NN NN : CC IN JJ . JJ NN NNS CC VBG : VBN IN DT NN CC NN IN NNS .
how many tear ducts	a blocked tear duct means your tears do not drain as they should . tear ducts are small tubes at the inner corners of your eyes . the ducts drain tears from your eyes into your nose	0	WRB JJ JJ NNS	DT JJ JJ NN VBZ PRP$ NNS VBP RB VB IN PRP MD . VB NNS VBP JJ NNS IN DT JJ NNS IN PRP$ NNS . DT NNS VBP NNS IN PRP$ NNS IN PRP$ NN
what vitamins are good for skin and hair	biotin , a type of vitamin b , is a nutrient that forms the basis of skin , nail and hair cells , and a biotin deficiency can result in dermatitis and itchy skin .	1	WP NNS VBP JJ IN NN CC NN	NN , DT NN IN NN NN , VBZ DT NN WDT VBZ DT NN IN NN , NN CC NN NNS , CC DT JJ NN MD VB IN NN CC JJ NN .
how long to heal bruised ribs	fractured or bruised ribs are usually caused by a blow to the chest and normally take about three to six weeks to heal . both are treated with painkillers . occasionally , rib injuries can lead to serious lung problems .	1	WRB JJ TO VB JJ NN	VBN CC VBN NNS VBP RB VBN IN DT NN TO DT NN CC RB VB IN CD TO CD NNS TO VB . DT VBP VBN IN NNS . RB , JJ NNS MD VB TO JJ NN NNS .
how many days flu	the time from when a person is exposed to flu virus to when symptoms begin is about 1 to 4 days , with an average of about 2 days .	1	WRB JJ NNS VBP	DT NN IN WRB DT NN VBZ VBN TO VB NN TO WRB NNS VBP VBZ IN CD TO CD NNS , IN DT NN IN IN CD NNS .
does lactulose affect bilirubin	Lactulose is sometimes used to treat or prevent certain conditions of the brain that are caused by liver failure , which can lead to confusion , problems with memory or thinking , behavior changes , tremors , feeling irritable , sleep problems , loss of coordination , and loss of consciousness .	0	VBZ VB VB NN	NNP VBZ RB VBN TO VB CC VB JJ NNS IN DT NN WDT VBP VBN IN JJ NN , WDT MD VB TO NN , NNS IN NN CC NN , NN NNS , NNS , VBG JJ , JJ NNS , NN IN NN , CC NN IN NN .
types of illnesses caused by bacteria	Cellulitis is a more widespread infection involving the superficial layers of the skin . The most severe type of bacterial skin infection is necrotizing fasciitis , commonly known as `` flesh-eating bacteria '' disease . With this life-threatening infection , the skin and deep underlying tissues are not `` eaten '' by the bacteria .	0	NNS IN NNS VBN IN NNS	NN VBZ DT RBR JJ NN VBG DT JJ NNS IN DT NN . DT RBS JJ NN IN JJ NN NN VBZ VBG NN , RB VBN IN `` JJ NN '' NN . IN DT JJ NN , DT NN CC JJ NN NNS VBP RB `` VB '' IN DT NNS .
what is the cpt code for a pap smear	i ’ m not aware of a cpt code for separately obtaining a pap smear . consequently , this would most accurately be coded using the appropriate office or outpatient visit code ( 99201-99215 ) for the encounter .	1	WP VBZ DT NN NN IN DT NN NN	NN VBP NN RB JJ IN DT NN NN IN RB VBG DT NN NN . RB , DT MD VB RB VB VBN VBG DT JJ NN CC JJ NN NN ( CD ) IN DT NN .
